address,city,state,zipCode,lat,lon,rooms,squareFeet,price,shortest distance to public trans,shortest distance to whole foods,shortest distance to parks
4317 21st St APT 2,San Francisco,CA,94114,37.755101,-122.439487,1,456,649900,0.941557893,0.517779761,0.241154677
438 29th St,San Francisco,CA,94131,37.743753,-122.429799,4,3776,4388888,0.771305356,0.57143492,0.371414168
201 Harrison St APT 505,San Francisco,CA,94105,37.787587,-122.390471,1,535,840000,0.514770576,0.67116574,0.371414168
"06 Plan, 1433 Bush St.",San Francisco,CA,94109,37.788434,-122.420854,3,1094,1299000,0.60619331,0.182757796,0.372016557
4657 4659 19th St,San Francisco,CA,94114,37.758808,-122.441687,4,1886,1895000,0.726517533,0.756656364,0.376294956
1075 Market St UNIT 413,San Francisco,CA,94103,37.780644,-122.411615,2,844,1175000,0.136561421,0.648260138,0.255404465
1989 Beach Blvd,Pacifica,CA,94044,37.634148,-122.493989,3,1580,1688888,0.331186217,0.92016735,0.376466828
1635 12th Ave,San Francisco,CA,94122,37.757602,-122.469412,2,975,998888,0.755536894,0.965513559,0.151714012
9244 Coral Rd,Oakland,CA,94603,37.735816,-122.193135,3,1129,499000,0.791950587,1.034287216,0.182519322
531 Kirkham St,San Francisco,CA,94122,37.760033,-122.466741,3,1100,899000,0.824265658,1.010009775,0.370902737
1250 Jones St UNIT 1102,San Francisco,CA,94109,37.793071,-122.414049,1,1115,1850000,0.68125093,0.55127693,0.377601949
600 El Camino Real # 215,Belmont,CA,94002,37.523432,-122.280098,1,769,888000,0.253693672,1.129282197,0.234580766
2112 Hyde St APT 2,San Francisco,CA,94109,37.800449,-122.419072,1,888,1225000,0.741002555,0.752501079,0.313878571
2112 Hyde St APT 1,San Francisco,CA,94109,37.800449,-122.419072,2,888,1250000,0.854093101,0.752501079,0.342643674
6106 Admiralty Ln,Foster City,CA,94404,37.561436,-122.267212,1,748,615000,0.928712757,1.138860045,0.339005467
62 Waterline Pl,Richmond,CA,94801,37.90902,-122.374659,2,2630,1544246,0.933703546,1.200792425,0.339005467
76 Waterline Pl,Richmond,CA,94801,37.90902,-122.374659,2,2630,1479580,0.957191683,1.207448559,0.37769022
6 Sunset Ln,Richmond,CA,94801,37.909034,-122.374003,2,2625,1397227,0.959221474,1.231007839,0.379599705
19 Waterline Pl,Richmond,CA,94801,37.90902,-122.374659,2,2391,945360,0.968509099,1.24223679,0.380769994
1207 51st Ave,Oakland,CA,94601,37.767501,-122.209905,2,1053,475000,0.971291448,1.254127615,0.381285828
"58C Plan, 181 Fremont",San Francisco,CA,94105,37.789808,-122.395356,2,1605,3715000,0.233581317,0.63869317,0.383315069
101 Lombard St APT 28,San Francisco,CA,94111,37.803468,-122.404078,1,864,964000,0.328103621,1.403292946,0.113692913
976 & 978 Hillside Blvd,Daly City,CA,94014,37.690574,-122.461519,0,2718,1098000,0.484923954,1.430643411,0.32070097
21 14th Ave # 23,San Mateo,CA,94402,37.55535,-122.316279,4,2771,1850000,0.3922994,1.469755101,0.371424416
16072 Via Walter,San Lorenzo,CA,94580,37.670425,-122.147087,4,1841,745000,0.782303116,1.473646156,0.384292963
"51 Innes Ct. #204 Plan, The San Francisco Shipyard   Monarch",San Francisco,CA,94124,37.7271,-122.368,2,1190,899000,0.825185743,1.534218572,0.384702756
7107 Snake Rd,Oakland,CA,94611,37.837651,-122.20128,4,2254,799000,0.90907767,1.553752088,0.386075945
1 La Vuelta,Orinda,CA,94563,37.894934,-122.182749,4,2829,2150000,0.954426533,1.606249297,0.388060522
2101 Shoreline Dr APT 253,Alameda,CA,94501,37.757091,-122.255388,2,1090,650000,0.975653583,1.624651797,0.390694181
2101 41st Ave,Oakland,CA,94601,37.778682,-122.211324,0,1469,589000,0.80307645,1.661466647,0.357187927
390 Pacific Ave,Pacifica,CA,94044,37.631738,-122.486108,3,1100,889000,0.980641108,1.694948803,0.114764315
2401 Read Ave,Belmont,CA,94002,37.51753,-122.298591,3,2000,1398000,0.980746408,1.694948803,0.106378946
"10 Innes Ct #202 Plan, The San Francisco Shipyard   Landing",San Francisco,CA,94124,37.7273,-122.371,2,939,785000,0.987304168,1.707795742,0.114764315
3760 Sundale Rd,Lafayette,CA,94549,37.886736,-122.134892,4,2375,1480000,0.713719392,1.744961642,0.357187927
600 El Camino Real # 202,Belmont,CA,94002,37.5244,-122.28082,1,940,998000,0.326430618,1.804690394,0.16802963
640 Larchmont Dr,Daly City,CA,94015,37.688651,-122.483284,3,990,899000,0.97371617,1.809649404,0.292402124
466 Vallejo St,San Francisco,CA,94133,37.799368,-122.40522,4,2766,4100000,0.631485138,1.18247651,0.246542111
600 El Camino Real # 211,Belmont,CA,94002,37.523432,-122.280098,2,1354,1270000,0.253693672,1.287110036,0.234580766
219 23 Clayton St,San Francisco,CA,94117,37.773158,-122.449567,6,5115,2299500,0.724129814,0.301764013,0.186205689
1769 Pleasant Valley Ave,Oakland,CA,94611,37.828619,-122.245772,4,2118,1195000,0.991991678,1.271127745,0.168147327
414 Webster St,San Francisco,CA,94117,37.774604,-122.429048,2,1450,1495000,0.823018797,0.444929648,0.280212043
567 Oakland Ave APT 313,Oakland,CA,94611,37.820536,-122.251891,1,705,459000,0.906028818,0.73229401,0.304846454
88 Townsend St APT 206,San Francisco,CA,94107,37.781167,-122.390696,1,644,849000,0.384840613,0.496774181,0.17820361
1 Una Ct,Mill Valley,CA,94941,37.901299,-122.542522,3,1785,1670500,0.811869915,1.116855937,0.313878571
4643 Tompkins Ave,Oakland,CA,94619,37.787549,-122.185891,2,975,699000,0.883273075,1.343706622,0.315753333
2739 Kilconway Ln # C,South San Francisco,CA,94080,37.644178,-122.466767,2,1040,629000,0.971767149,1.34473503,0.32745722
247 Edna St,San Francisco,CA,94112,37.728953,-122.446842,4,2900,2199000,0.499529828,0.517157911,0.332094873
19 Turquoise Way,San Francisco,CA,94131,37.745664,-122.446338,4,2429,1799000,0.767161654,0.95094087,0.332209618
2178 21st Ave,San Francisco,CA,94116,37.747112,-122.477886,2,1364,998000,0.991991678,1.376231979,0.342643674
260 Caldecott Ln UNIT 218,Oakland,CA,94618,37.858496,-122.220969,2,1119,605000,1.012104864,1.568782083,0.349474197
639 Silver Ave,San Francisco,CA,94134,37.728957,-122.423034,0,1595,1095000,0.654710722,1.573449691,0.357187927
1111 Rosita Rd,Pacifica,CA,94044,37.583541,-122.492762,3,1040,899000,1.015153645,1.608501984,0.358159984
1605 1617 Washington St,San Francisco,CA,94109,37.793298,-122.41984,0,9401,7395000,0.890760554,0.293994857,0.364565481
2507 Broadway St,San Francisco,CA,94115,37.793563,-122.438608,5,3915,6750000,1.006547935,0.86344709,0.175897771
428 Hollister Ave,Alameda,CA,94501,37.780242,-122.283387,4,2219,1295000,1.015287715,1.376623434,0.226052152
51 Bridgeview Dr,San Francisco,CA,94124,37.734538,-122.394557,3,1092,1099888,1.015287715,1.648667729,0.265664489
1356 Powell St,Emeryville,CA,94608,37.839757,-122.288744,2,1089,798000,1.016384052,1.660538952,0.073386006
3722 Keller Ave,Oakland,CA,94605,37.769909,-122.158303,2,1000,599000,1.027094781,1.664887887,0.236027818
815 Ram Ln,Foster City,CA,94404,37.54694,-122.27238,3,1618,1324000,1.031350813,1.695770591,0.17618107
6624 Saroni Dr,Oakland,CA,94611,37.831835,-122.202412,4,2178,1385000,1.04132431,1.770753578,0.246742843
412 Headlands Ct,Sausalito,CA,94965,37.877789,-122.51896,1,825,646000,1.047682821,1.786371668,0.249587556
2286 Greendale Dr,South San Francisco,CA,94080,37.646705,-122.457517,2,858,685000,1.054594877,1.815505388,0.174525697
640 Oak St,San Francisco,CA,94117,37.774369,-122.429942,3,1750,1450000,0.842533597,0.443654766,0.282184731
333 Beale St APT 8I,San Francisco,CA,94105,37.788682,-122.391851,1,988,1399000,0.40788101,0.671831069,0.300630424
178 Brighton Ave,San Francisco,CA,94112,37.721457,-122.454802,5,2274,1495000,0.402108203,0.16507032,0.342630555
2571 22nd Ave,San Francisco,CA,94116,37.739724,-122.479011,3,1200,1395000,0.520341654,1.146729382,0.173224987
644 44th Ave,San Francisco,CA,94121,37.776387,-122.504599,3,925,999000,0.846711482,1.293332365,0.349664319
1555 Geary Blvd APT 5,San Francisco,CA,94115,37.784242,-122.428618,2,850,675000,0.876344767,0.496352167,0.367795788
134 Arch St,San Francisco,CA,94132,37.713158,-122.466806,2,1214,995000,0.51060408,1.037066812,0.378228842
851 Mandana Blvd,Oakland,CA,94610,37.811674,-122.230669,2,1493,949000,0.92821174,1.102007029,0.378405918
181 Spinnaker St,Foster City,CA,94404,37.551198,-122.254986,5,2560,1985000,0.957423927,1.55016295,0.152740038
439 Hemlock Ave,South San Francisco,CA,94080,37.664229,-122.411848,4,1100,799000,0.688702428,1.589729775,0.092471286
166 Wembley Dr,Daly City,CA,94015,37.663464,-122.473585,4,1300,1099000,1.062334283,1.610397651,0.150653156
50 Mandalay Pl,South San Francisco,CA,94080,37.66663,-122.4013,3,2500,1299000,0.780422772,1.659029748,0.371149706
5236 Cypress Ave,El Cerrito,CA,94530,37.919373,-122.319821,4,1683,699000,0.429079755,1.664971257,0.35623355
1301 Quarry Ct APT 411,Richmond,CA,94801,37.913392,-122.381482,1,864,550000,1.069031548,1.716355197,0.35623355
279 Calle La Mesa,Moraga,CA,94556,37.870553,-122.126657,4,2341,1310000,1.075309067,1.728548758,0.358193409
1904 Mezes Ave,Belmont,CA,94002,37.523727,-122.294593,2,1030,1365888,1.015238715,1.786834203,0.367570488
208 Highland Ave,Piedmont,CA,94611,37.827288,-122.23312,3,1692,1395000,1.073969402,1.817787274,0.330088661
35 28th Ave APT 210,San Mateo,CA,94403,37.540753,-122.304144,2,1170,799000,0.350250654,1.821938716,0.33596737
823 14th St,San Francisco,CA,94114,37.767312,-122.431802,2,1281,995000,0.682141885,0.265581043,0.173042519
40 Francis St,San Francisco,CA,94112,37.727195,-122.434123,4,1475,795000,0.40628845,1.04334174,0.381084011
1111 Peninsula Ave,San Mateo,CA,94401,37.584119,-122.329679,3,2500,1499000,0.821264769,1.062365627,0.28560321
1381 Sanchez St,San Francisco,CA,94131,37.747076,-122.428941,4,2041,2895000,0.675389188,0.354823463,0.383436568
463 Lloyd Ave,San Leandro,CA,94578,37.695405,-122.135129,4,1482,629000,0.483060637,1.160815482,0.383944569
250 King St UNIT 412,San Francisco,CA,94107,37.778359,-122.39306,1,888,989000,0.152094149,0.418791174,0.232709327
109 Nevada St,San Francisco,CA,94110,37.741238,-122.410982,3,1406,1495000,0.864774731,1.110764989,0.219735567
10 Aquavista Way,San Francisco,CA,94131,37.751463,-122.44933,2,912,1149000,0.885111893,1.009226428,0.22176339
5340 Broadway Ter APT 203,Oakland,CA,94618,37.838129,-122.247584,2,953,675000,0.499483677,1.271584623,0.389786466
611 Mason St APT 508,San Francisco,CA,94108,37.789268,-122.410493,2,978,799000,0.359233321,0.709160065,0.185893069
470 Clementina St UNIT 304,San Francisco,CA,94103,37.77957,-122.405642,1,618,699000,0.362167665,0.341040462,0.35343191
280 Funston Ave,San Francisco,CA,94118,37.783046,-122.471618,2,895,968000,0.441319094,0.80585634,0.31078808
325 Congdon St,San Francisco,CA,94112,37.729,-122.42574,4,1237,899000,0.500804899,1.051791898,0.356719622
2840 2840 1/2 Harrison,San Francisco,CA,94110,37.749712,-122.415402,5,2560,1995000,0.242792363,0.861146783,0.175652952
222 Broadway APT 1407,Oakland,CA,94607,37.79617,-122.276178,2,1269,1095000,0.523680362,1.215620715,0.252963481
40 Westwood Ct,Oakland,CA,94611,37.839201,-122.206446,3,1352,895000,0.603881355,1.21770246,0.337147325
15 States St # 17,San Francisco,CA,94114,37.763221,-122.435766,0,2420,2488000,0.623487644,0.590894403,0.060957798
"63A Plan, 181 Fremont",San Francisco,CA,94105,37.789808,-122.395356,3,1882,5630000,0.233581317,0.63869317,0.211363028
21 23 Park Hill Ave,San Francisco,CA,94117,37.767803,-122.438965,5,2375,2295000,0.328103621,0.648395485,0.140245475
804 Arguello Blvd,San Francisco,CA,94118,37.77515,-122.458105,3,1575,1449000,0.693224736,0.47811846,0.173533169
802 Arguello Blvd,San Francisco,CA,94118,37.77515,-122.458105,3,1450,1299000,0.716957942,0.47811846,0.336885708
800 Arguello Blvd,San Francisco,CA,94118,37.77515,-122.458105,8,4230,3798000,0.776199202,0.47811846,0.347983721
185 Beacon St,San Francisco,CA,94131,37.739505,-122.431768,3,2010,2495000,0.459389493,0.768517055,0.390348954
285 Madison St,San Francisco,CA,94134,37.725637,-122.422159,4,1375,1195000,0.782303116,0.822686553,0.392887897
833 Shrader St,San Francisco,CA,94117,37.766885,-122.451621,4,2539,2699000,0.818915915,0.20152613,0.392983378
4556 Tulip Ave,Oakland,CA,94619,37.786452,-122.189144,2,1522,698000,0.890633323,0.863496005,0.395813715
55 Arco Way,San Francisco,CA,94112,37.726924,-122.444142,2,1065,998000,0.401462458,0.530666929,0.168431177
709 Park Way,South San Francisco,CA,94080,37.661219,-122.420173,3,2269,1198000,0.706674221,1.033104913,0.35078042
251 Marvilla Cir,Pacifica,CA,94044,37.59246,-122.497142,4,2014,1100000,0.897627159,1.18087544,0.07912737
86 Glashaus Loop,Emeryville,CA,94608,37.84639,-122.289847,2,1113,749500,0.90222436,1.317635359,0.226698927
601 Van Ness Ave APT 851,San Francisco,CA,94102,37.781386,-122.421406,1,533,549000,0.438737387,0.614526351,0.227366424
40 Bayside Ct,Richmond,CA,94804,37.912161,-122.340261,2,1007,525000,0.764644706,0.954160047,0.354738734
603 29th Ave,San Mateo,CA,94403,37.535378,-122.313483,2,1140,1398000,0.877127753,1.182118116,0.18999225
116 Paradise Dr,Pacifica,CA,94044,37.660102,-122.489375,3,1260,975000,0.907536124,1.34311739,0.152305712
1606 14th St,Oakland,CA,94607,37.811745,-122.29411,3,1360,675000,0.491247079,1.383960186,0.140457655
3044 Blossom St,Oakland,CA,94601,37.789777,-122.221307,3,2401,799000,0.90907767,1.407709663,0.279951867
545 Arlington Ave,Berkeley,CA,94707,37.900358,-122.277104,3,1730,1199000,0.918385325,1.416440975,0.254177293
590 Farallon Ave,Pacifica,CA,94044,37.651578,-122.483134,5,2180,1198000,0.971788808,1.43997377,0.260292552
90 Glengarry Way,Hillsborough,CA,94010,37.539353,-122.355879,4,3630,3100000,1.005200689,1.475029007,0.296689853
6400 Shelterwood Dr,Oakland,CA,94611,37.8305,-122.196397,3,2588,975000,1.012020973,1.518553431,0.302811535
4649 Fieldbrook Rd,Oakland,CA,94619,37.795278,-122.180769,3,1752,988000,1.029603253,1.532902319,0.220221513
10370 Greenview Dr,Oakland,CA,94605,37.759851,-122.135612,4,3580,1050000,1.034836601,1.532933163,0.343750797
15846 Via Marlin,San Lorenzo,CA,94580,37.684804,-122.123765,4,1823,728000,0.851704636,1.534218572,0.347395101
8522 G St,Oakland,CA,94621,37.749056,-122.185121,2,1064,440000,0.727868285,1.571914615,0.070661859
6328 Rocky Point Ct,Oakland,CA,94605,37.777424,-122.161679,4,2468,838000,1.073673668,1.610102565,0.172392074
1002 28th St,Oakland,CA,94608,37.819793,-122.279167,9,3818,1650000,0.922102823,1.10527634,0.14201688
1611 Potrero Ave,Richmond,CA,94804,37.92421,-122.353591,0,3313,835000,0.865746544,1.613505527,0.248378103
444 Via Coches,San Lorenzo,CA,94580,37.675057,-122.122772,3,1000,620000,0.954975915,1.643198706,0.351545655
1983 San Jose Ave,San Francisco,CA,94112,37.725205,-122.44252,2,1656,998000,0.360936602,0.563789178,0.063495345
696 5th Ave,San Francisco,CA,94118,37.775574,-122.462529,0,3100,1995000,0.7226052,0.670741282,0.355601533
1003 Woodbury Rd # 207,Lafayette,CA,94549,37.889539,-122.133722,2,1110,995000,0.554114999,1.661803249,0.377955775
1558 23rd Ave,San Francisco,CA,94122,37.758554,-122.480742,3,2286,1495000,1.098582597,1.665618663,0.384912937
515 517 23rd Ave,San Francisco,CA,94121,37.777897,-122.482741,4,2360,1795000,1.100884563,1.684913504,0.390818276
425 N El Camino Real UNIT 212,San Mateo,CA,94401,37.570082,-122.336414,2,1342,895000,0.712929102,1.708055383,0.393635091
650 Canyon Dr,Pacifica,CA,94044,37.634948,-122.480738,2,800,798000,0.82987178,1.70868912,0.339922552
2799 Sacramento St,San Francisco,CA,94115,37.789079,-122.43867,0,13800,7750000,1.105943672,0.836648256,0.153699375
651 19th Ave,San Francisco,CA,94121,37.775613,-122.478291,3,1885,1495000,1.108411842,1.452202435,0.261092245
4700 Edgewood Ave,Oakland,CA,94602,37.811274,-122.217049,4,1972,1049000,1.113165894,1.551522301,0.339922552
9 Corte Camellia,Millbrae,CA,94030,37.593511,-122.409838,3,1730,1600000,1.114268783,1.566300729,0.394795858
1782 Borden St,San Mateo,CA,94403,37.559273,-122.293089,4,1500,1350000,1.005925696,1.722718159,0.116947129
311 Barbara Ln,Daly City,CA,94015,37.657111,-122.461646,3,1610,949000,1.086879163,1.732324241,0.324823453
615 Missouri St,San Francisco,CA,94107,37.75855,-122.395872,3,1990,2995000,0.181466165,0.576331258,0.375618538
686 Edna Way,San Mateo,CA,94402,37.55575,-122.305228,4,1540,1700000,0.305976835,1.58543361,0.396383701
317 S 3rd St,Richmond,CA,94804,37.927651,-122.36725,2,930,374900,0.997392561,1.757737374,0.396438226
157 Via Joaquin,Moraga,CA,94556,37.836671,-122.124256,3,2018,975000,1.121846071,1.757737374,0.304475045
4544 Fulton St,San Francisco,CA,94121,37.772981,-122.480712,2,1525,1250000,1.124051935,1.541981252,0.276061396
1921 107th Ave,Oakland,CA,94603,37.739991,-122.160481,3,1218,450000,1.125136679,1.757737374,0.388746365
124 Mirada Dr,Daly City,CA,94015,37.683735,-122.476035,5,1710,998888,0.540170291,1.75939297,0.190550493
1236 De Solo Dr,Pacifica,CA,94044,37.593502,-122.502676,3,1040,949888,1.127810763,1.762451742,0.232839014
3139 West St,Oakland,CA,94608,37.821413,-122.273463,1,837,515000,0.635033591,0.906293091,0.211731922
1571 Fulton St,San Francisco,CA,94117,37.776059,-122.442595,7,4154,4995000,0.910203108,0.714310639,0.252309487
1748 Hemlock Ave,San Mateo,CA,94401,37.567312,-122.300809,3,1080,1098000,1.096736971,0.999648906,0.203308074
172 Lakeshore Dr,San Mateo,CA,94402,37.532262,-122.347291,3,1620,1750000,1.127810763,1.430166482,0.321615895
119 N Rochester St,San Mateo,CA,94401,37.579677,-122.313539,3,1430,1375000,0.992083321,1.778574161,0.072880388
3294 Clay St APT 6,San Francisco,CA,94115,37.789241,-122.446887,3,2006,2195000,1.128605895,1.284111347,0.353681431
311 Oak St APT 828,Oakland,CA,94607,37.794064,-122.267978,1,657,490000,0.255800363,1.34881827,0.268360776
831 E 17th St,Oakland,CA,94606,37.794909,-122.248369,0,3232,1095000,0.93061902,1.39424207,0.264987274
4000 Maple Ave,Oakland,CA,94602,37.800192,-122.201725,3,1576,899000,1.022976324,1.415040401,0.276427276
216 Roanoke St,San Francisco,CA,94131,37.735231,-122.430272,1,695,799000,0.245091166,1.158261021,0.284532462
821 Phoenix Ln,Foster City,CA,94404,37.547925,-122.272621,2,1188,1088000,1.13228702,1.480792914,0.130528745
542 Belvedere St,San Francisco,CA,94117,37.76282,-122.4479,2,1300,1350000,1.142520175,0.543129638,0.133064322
1446 8th Ave,San Francisco,CA,94122,37.761339,-122.464721,2,1577,1495000,1.142930558,0.867405458,0.230644999
2501 66th Ave,Oakland,CA,94605,37.767645,-122.186362,3,1405,549900,1.120959813,1.195310029,0.332014175
2210 Virginia St,Berkeley,CA,94709,37.876792,-122.266148,4,2664,1300000,0.474089238,1.198595129,0.363583502
30 Quail Xing,Moraga,CA,94556,37.810404,-122.118722,1,1068,2450000,0.945944786,1.784947474,0.338540466
1947 Virginia St,Berkeley,CA,94709,37.876433,-122.271472,5,3054,1300000,0.472923235,1.803967107,0.385727281
918 Haight St,San Francisco,CA,94117,37.771433,-122.437478,4,3468,2350000,0.656264533,0.604722019,0.267013421
3763 17th St,San Francisco,CA,94114,37.762577,-122.429876,0,2100,1799000,0.595245132,0.426870476,0.261412859
"280 Spear Street #24C Plan, MIRA",San Francisco,CA,94105,37.791282,-122.39306,2,1209,1930000,0.245731873,0.735759836,0.300332739
655 Via Manzanas,San Lorenzo,CA,94580,37.675688,-122.127567,3,1134,639900,0.471275034,0.784433544,0.340653505
259 Wilson St,San Francisco,CA,94112,37.709435,-122.462092,2,880,799000,0.448089057,0.84838051,0.371414168
37 Tucker Ave,San Francisco,CA,94134,37.715156,-122.404323,3,1200,899000,0.468040921,1.072092308,0.392286155
833 43rd St,Oakland,CA,94608,37.832532,-122.271436,2,652,729000,0.339381355,1.346643455,0.258482164
3263 Encinal Ave,Alameda,CA,94501,37.755044,-122.231764,2,1277,898000,0.941557893,1.393632429,0.237297888
4124 Judah St,San Francisco,CA,94122,37.760649,-122.506437,0,4156,1995000,0.948328195,1.460324589,0.359141213
"51 Innes Ct. #312 Plan, The San Francisco Shipyard   Monarch",San Francisco,CA,94124,37.7271,-122.368,2,1080,1015000,1.015287715,1.481165422,0.398804528
1113 Derby St,Berkeley,CA,94702,37.858,-122.287785,5,2305,1150000,1.03228642,1.504106166,0.252484324
446 Hill St,San Francisco,CA,94114,37.755736,-122.431124,4,2137,2699000,0.732894209,0.260827123,0.353992416
1231 Campus Dr,Berkeley,CA,94708,37.887019,-122.254558,2,1135,850000,0.917490046,0.899654966,0.142152129
1568 Union St APT 101,San Francisco,CA,94123,37.798654,-122.425218,2,1044,1249000,1.065319838,0.597930531,0.234967448
295 Mather St,Oakland,CA,94611,37.831292,-122.253636,7,2604,1295000,0.748294632,1.34286731,0.288135565
377 Mandarin Dr APT 105,Daly City,CA,94015,37.665306,-122.463691,1,817,588000,0.935750375,1.52743079,0.304331762
22 Bridge Rd,Berkeley,CA,94705,37.85614,-122.238845,4,3409,2495000,1.045902136,1.638381672,0.348416798
436 Barnegat Ln,Redwood City,CA,94065,37.535369,-122.246078,1,811,839000,1.082818514,1.661466647,0.208865393
2408 California St,Berkeley,CA,94703,37.863886,-122.279375,2,945,695000,0.749052634,1.804690394,0.30125698
1784 Alhambra Ln,Oakland,CA,94611,37.835642,-122.208627,3,2055,1095000,0.749782521,1.810748146,0.31547455
462 Silver Ave,San Francisco,CA,94112,37.72837,-122.427302,2,1150,695000,0.482111127,1.424487176,0.348222675
1200 California St UNIT 5A,San Francisco,CA,94109,37.791671,-122.414524,1,1450,1295000,0.613349915,0.497915933,0.354333683
2519 Etna St # 3,Berkeley,CA,94704,37.865106,-122.25235,3,1471,895000,0.738598134,1.080580472,0.26170891
1290 Bancroft Way,Berkeley,CA,94702,37.864927,-122.286793,2,1195,850000,0.676989039,1.644066288,0.181454356
3235C Louise St,Oakland,CA,94608,37.824563,-122.285189,3,1992,1095000,0.83785909,1.553246715,0.120118539
6880 Buckingham Blvd,Berkeley,CA,94705,37.857599,-122.22473,5,3550,1599000,0.908471068,1.753822473,0.162520545
151 Avenida Dr,Berkeley,CA,94708,37.884261,-122.249493,3,2201,1295000,0.92945818,1.824473637,0.0684188
420 Lexington Ave,El Cerrito,CA,94530,37.901948,-122.300774,2,1001,599000,0.110169818,1.828313954,0.203948775
1630 35th Ave,Oakland,CA,94601,37.779434,-122.220482,0,5450,1590000,0.383870569,1.838487341,0.146656696
922 Arlington Blvd,El Cerrito,CA,94530,37.919978,-122.286805,2,1387,849000,0.958423669,1.838606117,0.146656696
797 Vincente Ave,Berkeley,CA,94707,37.893839,-122.284439,3,1560,1195000,0.998291261,1.848531271,0.146656696
3008 E 22nd St,Oakland,CA,94601,37.785381,-122.222869,3,1139,575000,0.696720789,1.848909597,0.187060643
280 Miriam St,Daly City,CA,94014,37.699702,-122.465236,2,1360,649000,0.481671767,1.751972725,0.228162372
149 Santa Clara Ave,San Bruno,CA,94066,37.613919,-122.403416,5,2300,1298000,0.615477131,1.84943537,0.193500937
1840 Washington St APT 702,San Francisco,CA,94109,37.793212,-122.423745,2,985,1649000,1.039283113,0.214134389,0.238563813
888 61st St,Oakland,CA,94608,37.845809,-122.27479,4,1437,925000,0.567346453,1.548823077,0.242351966
2301 23rd Ave,Oakland,CA,94606,37.790481,-122.230234,0,4465,1298888,1.043365642,1.729328259,0.29062957
24 Humboldt Ct,Pacifica,CA,94044,37.584009,-122.467391,3,2460,1198888,1.052940104,1.853124537,0.182035354
600 Baltic Cir UNIT 630,Redwood City,CA,94065,37.539198,-122.242176,2,1424,1150000,1.06738032,1.853218752,0.182936569
123 Fairlawn Dr,Berkeley,CA,94708,37.886167,-122.25121,4,2084,1350000,1.079893313,1.862898579,0.142241373
2600 Etna St APT 1,Berkeley,CA,94704,37.86381,-122.252825,1,745,525000,0.943435835,1.877942027,0.262182176
414 40th St APT 303,Oakland,CA,94609,37.828719,-122.259987,2,1025,739000,0.386059036,1.104623043,0.267990924
760 Bay Rd,Mill Valley,CA,94941,37.877138,-122.541308,4,2180,2125000,1.091050087,1.882893997,0.269511105
124 Walford Dr,Moraga,CA,94556,37.818618,-122.120155,4,2110,1325000,1.143363572,1.888532794,0.280143474
11040 Monan St,Oakland,CA,94605,37.750669,-122.126316,4,2720,999000,1.143733569,1.893185492,0.175171853
5022 Plaza Cir,Richmond,CA,94804,37.92374,-122.321981,4,1887,568000,0.294627925,1.899484839,0.043593098
357 Warren Dr,San Francisco,CA,94131,37.755787,-122.461585,2,1741,1495000,1.148584807,1.071042459,0.25779668
35 Woodward Ave,Sausalito,CA,94965,37.859559,-122.492993,2,1250,1650000,1.153698773,1.699414587,0.24415134
"10 Innes Ct #403 Plan, The San Francisco Shipyard   Landing",San Francisco,CA,94124,37.7273,-122.371,2,1020,900000,1.154455154,1.900352537,0.285158782
1524 Irving St # 1528,San Francisco,CA,94122,37.763932,-122.47438,3,2900,1700000,1.154974913,1.242755047,0.30712522
1841 Vine St,Berkeley,CA,94703,37.879784,-122.274406,0,2095,869000,0.611503716,1.901047817,0.299970557
370 Bella Vista Ave,Belvedere,CA,94920,37.866724,-122.461203,5,3010,3595000,0.750774913,1.901393239,0.332122059
33 De Silva Island Dr,Mill Valley,CA,94941,37.887285,-122.515387,3,2034,1700000,1.162314721,1.915386171,0.334475087
4059 Allendale Ave,Oakland,CA,94619,37.784323,-122.204155,14,5225,2100000,1.162899728,1.915386171,0.137442421
1499 Clayton St,San Francisco,CA,94114,37.758174,-122.444635,4,1812,1495000,1.163019466,0.865673641,0.164412474
1937 Capistrano Ave,Berkeley,CA,94707,37.896022,-122.277464,4,2788,1995000,1.166246372,0.910731385,0.072114068
244 Cherrywood Ave,San Leandro,CA,94577,37.731151,-122.163449,3,1686,775000,0.6523731,1.188378641,0.128935173
5210 Fresno Ave,Richmond,CA,94804,37.902798,-122.3138,6,2968,1355000,0.81066213,1.924537282,0.202969746
1230 Clay St APT 302,San Francisco,CA,94108,37.79357,-122.413681,1,1100,1000000,0.702424358,0.583238034,0.25680424
1519 La Salle Ave,San Francisco,CA,94124,37.735453,-122.387373,3,1421,1059000,0.735141242,1.140998411,0.276190203
406 County View Dr,Mill Valley,CA,94941,37.872915,-122.535113,2,1625,995000,0.909687314,1.892734646,0.309621873
2006 24th Ave,San Francisco,CA,94116,37.75007,-122.481335,3,977,1099000,0.968040991,1.930825934,0.33309934
6900 Morken St,Oakland,CA,94621,37.762479,-122.187244,2,768,314000,0.803605408,1.936235436,0.336291309
1404 Sherman St,Alameda,CA,94501,37.771323,-122.263181,3,1569,749000,1.168597607,1.936235436,0.183639068
5 Torrens Ct,San Francisco,CA,94109,37.793011,-122.418768,3,1305,1395000,0.834883664,0.323251889,0.209777327
439 Greenwich St APT 3B,San Francisco,CA,94133,37.802377,-122.407011,1,514,750000,0.851499867,1.233861321,0.064281031
